# Band 1C   Etalon 1A   Slice 11
# Distortion map version 06.04.00 - date 2018-10-16
# Trace (isoalpha): Take pixel trace along specified slice, specified alpha position trace is built by taking the pixel in every detector row with alpha value closest to the one specified 
# xpos[i] = np.argmin(alpha_img[i,:])+funcs.find_nearest(alpha_img[i,:][(slice_img[i,:]!=0)],alpha_pos)
#    alpha       x  y      center         FWHM          skewness
0.0  27  11  11.3190561997  1.41704801283  0.134267742212
0.0  27  22  21.7806509494  1.46649286657  -0.0598249249078
0.0  28  32  32.4678598895  1.15683535058  0.129539840078
0.0  28  43  43.2045325907  1.53448109232  0.113357900633
0.0  28  54  53.9455231049  1.55073923281  0.0477568914928
0.0  28  65  64.7635819998  1.53319672322  0.0309900542674
0.0  28  76  75.7247160383  1.49526200054  0.0248466601217
0.0  28  87  86.7267084713  1.49940376083  0.0307025308455
0.0  28  98  97.8450752348  1.57751874448  0.0843560296437
0.0  28  109  109.036942156  1.61221473482  0.110037994874
0.0  29  120  120.248968431  1.52637104469  0.184400933915
0.0  29  131  131.510750928  1.17223568106  0.170126453005
0.0  29  143  142.858726749  1.58028439477  0.0218567467112
0.0  29  154  154.408856093  1.36878275701  0.136348213884
0.0  29  166  165.884286489  1.60077887076  0.0553744068521
0.0  29  178  177.52392653  1.2335628935  0.012743584463
0.0  29  189  189.281222083  1.5392070407  0.0769102882728
0.0  29  201  201.053589604  1.60337024803  0.0801785776722
0.0  29  213  212.888112096  1.59659648811  0.0235311362798
0.0  29  225  224.851084762  1.60741789291  0.014823597606
0.0  29  237  236.930419821  1.61897185409  0.0781463788571
0.0  30  249  248.985926515  1.65513299501  0.076325888913
0.0  30  261  261.230433325  1.57084414789  0.139333829406
0.0  30  273  273.506703636  1.2254622575  0.162954847959
0.0  30  286  285.861416821  1.61599382414  0.0634002064683
0.0  30  298  298.391448096  1.44144401124  0.160600773581
0.0  30  311  310.893907892  1.64561006506  0.039660130816
0.0  30  324  323.553274287  1.37383830947  0.02660602152
0.0  30  336  336.35814956  1.4885189462  0.112370998523
0.0  30  349  349.195816684  1.65898815954  0.070345163506
0.0  30  362  362.118435683  1.65256518694  0.0512788340501
0.0  30  375  375.157482895  1.67994467257  0.0484847132709
0.0  30  388  388.3079075  1.61359083789  0.0770203837009
0.0  30  402  401.51027831  1.60608091892  0.040082441293
0.0  30  415  414.794745488  1.68548031847  -0.0060081822335
0.0  30  428  428.27903086  1.61700965694  0.0992197548944
0.0  30  442  441.75468139  1.67509704899  0.0350326974095
0.0  30  455  455.417194585  1.61026473357  0.0990728873714
0.0  30  469  469.163952799  1.70411527895  0.102708119932
0.0  30  483  482.966079461  1.75538919951  0.0703590842614
0.0  30  497  496.88977434  1.722138343  0.0262993638577
0.0  30  511  510.95961906  1.74072681632  0.00803413373124
0.0  30  525  525.153151807  1.72094987278  0.0948252259535
0.0  30  539  539.427387005  1.63004493745  0.0763424557976
0.0  30  554  553.761656665  1.68649497686  -0.018086460754
0.0  30  568  568.323380147  1.67328769673  0.0730417622323
0.0  30  583  582.867601362  1.77968091815  -0.00019335408223
0.0  30  598  597.602406509  1.69958632725  0.0123686933381
